GroupKey,PrimaryKey,RelationKey,RelationType,Date,Value,PrimaryKeyGroupAccountName,RelationKeyGroupAccountName,anomaly
A1,A1,,ROOT,2016-07,-0.0,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2016-08,55.0,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2016-09,80.0,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2016-10,0.0,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2016-11,-169.0,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2016-12,189.00000000000003,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2017-01,188669.51000000007,Fornecimentos e serviços externos,,1
A1,A1,,ROOT,2017-02,158367.42,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2017-03,148746.66999999993,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2017-04,152069.8399999999,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2017-05,178204.84,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2017-06,165072.75000000006,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2017-07,184496.1999999999,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2017-08,158072.00999999995,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2017-09,177660.96000000005,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2017-10,204875.45000000013,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2017-11,203217.7,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2017-12,140557.62000000002,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2018-01,184904.71,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2018-02,163629.01999999993,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2018-03,153996.86000000013,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2018-04,244307.81000000014,Fornecimentos e serviços externos,,1
A1,A1,,ROOT,2018-05,240588.1200000001,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2018-06,191403.25000000012,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2018-07,221934.49999999985,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2018-08,198598.89000000007,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2018-09,168594.66,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2018-10,249183.50999999983,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2018-11,270663.3599999998,Fornecimentos e serviços externos,,0
A1,A1,,ROOT,2018-12,290913.32000000024,Fornecimentos e serviços externos,,0
A1,A2,A1,CHILD,2016-08,55.0,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2016-09,0.0,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2016-10,0.0,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2016-11,0.0,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2016-12,0.0,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2017-01,86474.98,Subcontratos,Fornecimentos e serviços externos,1
A1,A2,A1,CHILD,2017-02,83759.56999999999,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2017-03,58905.69000000001,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2017-04,82409.66,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2017-05,86610.11000000003,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2017-06,97122.39,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2017-07,77428.38999999997,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2017-08,90160.33,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2017-09,95255.13999999996,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2017-10,122847.27,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2017-11,111579.34999999998,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2017-12,71350.88,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2018-01,103307.63000000002,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2018-02,72517.1,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2018-03,73443.89,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2018-04,164783.89,Subcontratos,Fornecimentos e serviços externos,1
A1,A2,A1,CHILD,2018-05,142154.07999999993,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2018-06,115800.47,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2018-07,113465.49,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2018-08,108679.16999999998,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2018-09,90480.14,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2018-10,144983.74,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2018-11,179605.68999999997,Subcontratos,Fornecimentos e serviços externos,0
A1,A2,A1,CHILD,2018-12,186290.77,Subcontratos,Fornecimentos e serviços externos,0
A1,A3,A2,CHILD,2017-01,73673.57000000004,User sub-account of Subcontratos,Subcontratos,1
A1,A3,A2,CHILD,2017-02,75074.84,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2017-03,57464.72000000001,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2017-04,78825.12,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2017-05,81038.64000000001,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2017-06,67562.09,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2017-07,62803.17,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2017-08,85594.81000000001,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2017-09,88674.86,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2017-10,105696.59999999998,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2017-11,102687.63,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2017-12,55013.45999999999,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2018-01,89433.93000000002,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2018-02,72242.61,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2018-03,64905.62,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2018-04,91934.82,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2018-05,90538.18,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2018-06,110876.87,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2018-07,91472.81,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2018-08,64830.4,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2018-09,76636.54000000001,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2018-10,134093.8,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2018-11,124007.85,User sub-account of Subcontratos,Subcontratos,0
A1,A3,A2,CHILD,2018-12,183909.67,User sub-account of Subcontratos,Subcontratos,0
A1,A4,A2,CHILD,2016-08,55.0,User sub-account of Subcontratos,Subcontratos,0
A1,A4,A2,CHILD,2016-09,0.0,User sub-account of Subcontratos,Subcontratos,0
A1,A4,A2,CHILD,2016-10,0.0,User sub-account of Subcontratos,Subcontratos,0
A1,A4,A2,CHILD,2016-11,0.0,User sub-account of Subcontratos,Subcontratos,0
A1,A4,A2,CHILD,2016-12,0.0,User sub-account of Subcontratos,Subcontratos,0
A1,A4,A2,CHILD,2017-01,9839.41,User sub-account of Subcontratos,Subcontratos,0
A1,A4,A2,CHILD,2017-02,5969.92,User sub-account of Subcontratos,Subcontratos,0
A1,A4,A2,CHILD,2017-03,184.72,User sub-account of Subcontratos,Subcontratos,0
A1,A4,A2,CHILD,2017-04,1514.54,User sub-account of Subcontratos,Subcontratos,0
A1,A4,A2,CHILD,2017-05,57.22000000000003,User sub-account of Subcontratos,Subcontratos,0
A1,A4,A2,CHILD,2017-06,2173.3,User sub-account of Subcontratos,Subcontratos,0
A1,A4,A2,CHILD,2017-07,10517.22,User sub-account of Subcontratos,Subcontratos,0
A1,A4,A2,CHILD,2017-08,2242.52,User sub-account of Subcontratos,Subcontratos,0
A1,A4,A2,CHILD,2017-09,2254.28,User sub-account of Subcontratos,Subcontratos,0
